user_automacao03112014_092347164@cnova.com,123456,11230648
user_automacao03112014_092347507@cnova.com,123456,11230649
user_automacao03112014_092347741@cnova.com,123456,11230650
user_automacao03112014_092347975@cnova.com,123456,11230651
user_automacao03112014_092348068@cnova.com,123456,11230652
user_automacao03112014_092348396@cnova.com,123456,11230653
user_automacao03112014_092348614@cnova.com,123456,11230654
user_automacao03112014_092348833@cnova.com,123456,11230655
user_automacao03112014_092349223@cnova.com,123456,11230656
user_automacao03112014_092349441@cnova.com,123456,11230657
user_automacao03112014_092349550@cnova.com,123456,11230658
user_automacao03112014_092349800@cnova.com,123456,11230660
user_automacao03112014_092350159@cnova.com,123456,11230661
user_automacao03112014_092350393@cnova.com,123456,11230662
user_automacao03112014_092350564@cnova.com,123456,11230663
user_automacao03112014_092350908@cnova.com,123456,11230664
user_automacao03112014_092351251@cnova.com,123456,11230665
user_automacao03112014_092351391@cnova.com,123456,11230666
user_automacao03112014_092351532@cnova.com,123456,11230667
user_automacao03112014_092351734@cnova.com,123456,11230668
user_automacao03112014_092351968@cnova.com,123456,11230669
user_automacao03112014_092352171@cnova.com,123456,11230670
user_automacao03112014_092352343@cnova.com,123456,11230671
user_automacao03112014_092352483@cnova.com,123456,11230672
user_automacao03112014_092352639@cnova.com,123456,11230673
user_automacao03112014_092352748@cnova.com,123456,11230674
user_automacao03112014_092352920@cnova.com,123456,11230675
user_automacao03112014_092353014@cnova.com,123456,11230676
user_automacao03112014_092353154@cnova.com,123456,11230677
user_automacao03112014_092353513@cnova.com,123456,11230678
user_automacao03112014_092353840@cnova.com,123456,11230680
user_automacao03112014_092354121@cnova.com,123456,11230681
user_automacao03112014_092354308@cnova.com,123456,11230682
user_automacao03112014_092354932@cnova.com,123456,11230683
user_automacao03112014_092355213@cnova.com,123456,11230684
user_automacao03112014_092355354@cnova.com,123456,11230685
user_automacao03112014_092355744@cnova.com,123456,11230686
user_automacao03112014_092356134@cnova.com,123456,11230687
user_automacao03112014_092356617@cnova.com,123456,11230689
user_automacao03112014_092356929@cnova.com,123456,11230690
user_automacao03112014_092357288@cnova.com,123456,11230691
user_automacao03112014_092357397@cnova.com,123456,11230692
user_automacao03112014_092357616@cnova.com,123456,11230693
user_automacao03112014_092357865@cnova.com,123456,11230694
user_automacao03112014_092358052@cnova.com,123456,11230695
user_automacao03112014_092358411@cnova.com,123456,11230696
user_automacao03112014_092358910@cnova.com,123456,11230697
user_automacao03112014_092359456@cnova.com,123456,11230698
user_automacao03112014_092359737@cnova.com,123456,11230699
user_automacao03112014_092359940@cnova.com,123456,11230700
user_automacao03112014_092400314@cnova.com,123456,11230701
user_automacao03112014_092400845@cnova.com,123456,11230702
user_automacao03112014_092401016@cnova.com,123456,11230703
user_automacao03112014_092401250@cnova.com,123456,11230704
user_automacao03112014_092401516@cnova.com,123456,11230705
user_automacao03112014_092401921@cnova.com,123456,11230706
user_automacao03112014_092402093@cnova.com,123456,11230707
user_automacao03112014_092402436@cnova.com,123456,11230708
user_automacao03112014_092402795@cnova.com,123456,11230709
user_automacao03112014_092402966@cnova.com,123456,11230710
user_automacao03112014_092403138@cnova.com,123456,11230711
user_automacao03112014_092403325@cnova.com,123456,11230712
user_automacao03112014_092403590@cnova.com,123456,11230713
user_automacao03112014_092404058@cnova.com,123456,11230714
user_automacao03112014_092404355@cnova.com,123456,11230715
user_automacao03112014_092404745@cnova.com,123456,11230716
user_automacao03112014_092404854@cnova.com,123456,11230717
user_automacao03112014_092405182@cnova.com,123456,11230718
user_automacao03112014_092405306@cnova.com,123456,11230719
user_automacao03112014_092405665@cnova.com,123456,11230720
user_automacao03112014_092405759@cnova.com,123456,11230721
user_automacao03112014_092406242@cnova.com,123456,11230722
user_automacao03112014_092406383@cnova.com,123456,11230723
user_automacao03112014_092406476@cnova.com,123456,11230724
user_automacao03112014_092406866@cnova.com,123456,11230725
user_automacao03112014_092407054@cnova.com,123456,11230726
user_automacao03112014_092407147@cnova.com,123456,11230727
user_automacao03112014_092407334@cnova.com,123456,11230728
user_automacao03112014_092407444@cnova.com,123456,11230729
user_automacao03112014_092407678@cnova.com,123456,11230730
user_automacao03112014_092407974@cnova.com,123456,11230731
user_automacao03112014_092408224@cnova.com,123456,11230732
user_automacao03112014_092408411@cnova.com,123456,11230733
user_automacao03112014_092408707@cnova.com,123456,11230734
user_automacao03112014_092408910@cnova.com,123456,11230735
user_automacao03112014_092409097@cnova.com,123456,11230736
user_automacao03112014_092409253@cnova.com,123456,11230738
user_automacao03112014_092409628@cnova.com,123456,11230740
user_automacao03112014_092409784@cnova.com,123456,11230741
user_automacao03112014_092410002@cnova.com,123456,11230742
user_automacao03112014_092410080@cnova.com,123456,11230743
user_automacao03112014_092410408@cnova.com,123456,11230744
user_automacao03112014_092410610@cnova.com,123456,11230745
user_automacao03112014_092410907@cnova.com,123456,11230746
user_automacao03112014_092411110@cnova.com,123456,11230747
user_automacao03112014_092411531@cnova.com,123456,11230748
user_automacao03112014_092411671@cnova.com,123456,11230749
user_automacao03112014_092411890@cnova.com,123456,11230750
user_automacao03112014_092411999@cnova.com,123456,11230751
user_automacao03112014_092412108@cnova.com,123456,11230752
user_automacao03112014_092412420@cnova.com,123456,11230753
user_automacao03112014_092412576@cnova.com,123456,11230754
user_automacao03112014_092412826@cnova.com,123456,11230755
user_automacao03112014_092413029@cnova.com,123456,11230756
user_automacao03112014_092413138@cnova.com,123456,11230757
user_automacao03112014_092413278@cnova.com,123456,11230758
user_automacao03112014_092413497@cnova.com,123456,11230759
user_automacao03112014_092413637@cnova.com,123456,11230760
user_automacao03112014_092413887@cnova.com,123456,11230761
user_automacao03112014_092414121@cnova.com,123456,11230762
user_automacao03112014_092414557@cnova.com,123456,11230763
user_automacao03112014_092415135@cnova.com,123456,11230764
user_automacao03112014_092415478@cnova.com,123456,11230765
user_automacao03112014_092415634@cnova.com,123456,11230766
user_automacao03112014_092415774@cnova.com,123456,11230767
user_automacao03112014_092415868@cnova.com,123456,11230768
