user_automacao03112014_091439010@cnova.com,123456,9178970,
user_automacao03112014_091439151@cnova.com,123456,9178969,
user_automacao03112014_091439338@cnova.com,123456,9178968,
user_automacao03112014_091439556@cnova.com,123456,9178967,
user_automacao03112014_091439697@cnova.com,123456,9178966,
user_automacao03112014_091439837@cnova.com,123456,9178965,
user_automacao03112014_091440024@cnova.com,123456,9178964,
user_automacao03112014_091440180@cnova.com,123456,9178963,
user_automacao03112014_091440336@cnova.com,123456,9178962,
user_automacao03112014_091440477@cnova.com,123456,9178976,
user_automacao03112014_091440695@cnova.com,123456,9178960,
user_automacao03112014_091440835@cnova.com,123456,9178958,
user_automacao03112014_091440960@cnova.com,123456,9178959,
user_automacao03112014_091441132@cnova.com,123456,9178957,
user_automacao03112014_091441350@cnova.com,123456,9178955,
user_automacao03112014_091441537@cnova.com,123456,9178956,
user_automacao03112014_091441678@cnova.com,123456,9178954,
user_automacao03112014_091441803@cnova.com,123456,9178952,
user_automacao03112014_091441959@cnova.com,123456,9178951,
user_automacao03112014_091442052@cnova.com,123456,9178953,
user_automacao03112014_091442177@cnova.com,123456,9178950,
user_automacao03112014_091442364@cnova.com,123456,9178948,
user_automacao03112014_091442505@cnova.com,123456,9178949,
user_automacao03112014_091442645@cnova.com,123456,9178947,
user_automacao03112014_091442801@cnova.com,123456,9178945,
user_automacao03112014_091442941@cnova.com,123456,9178944,
user_automacao03112014_091443082@cnova.com,123456,9178946,
user_automacao03112014_091443222@cnova.com,123456,9178942,
user_automacao03112014_091443378@cnova.com,123456,9178941,
user_automacao03112014_091443503@cnova.com,123456,9178943,
user_automacao03112014_091443815@cnova.com,123456,9178940,
user_automacao03112014_091443987@cnova.com,123456,9178939,
user_automacao03112014_091444111@cnova.com,123456,9178938,
user_automacao03112014_091444283@cnova.com,123456,9178936,
user_automacao03112014_091444517@cnova.com,123456,9178937,
user_automacao03112014_091444689@cnova.com,123456,9178935,
user_automacao03112014_091444923@cnova.com,123456,9178934,
user_automacao03112014_091445063@cnova.com,123456,9178932,
user_automacao03112014_091445250@cnova.com,123456,9178931,
user_automacao03112014_091445375@cnova.com,123456,9178930,
user_automacao03112014_091445547@cnova.com,123456,9178929,
user_automacao03112014_091445656@cnova.com,123456,9178928,
user_automacao03112014_091445843@cnova.com,123456,9178926,
user_automacao03112014_091445983@cnova.com,123456,9178925,
user_automacao03112014_091446249@cnova.com,123456,9178927,
user_automacao03112014_091446576@cnova.com,123456,9178924,
user_automacao03112014_091446748@cnova.com,123456,9178922,
user_automacao03112014_091446904@cnova.com,123456,9178923,
user_automacao03112014_091447216@cnova.com,123456,9178920,
user_automacao03112014_091447387@cnova.com,123456,9178919,
user_automacao03112014_091447497@cnova.com,123456,9178921,
