user_automacao03112014_092610404@cnova.com,123456,9175847,
user_automacao03112014_092610622@cnova.com,123456,9175848,
user_automacao03112014_092610903@cnova.com,123456,9175845,
user_automacao03112014_092611152@cnova.com,123456,9175846,
user_automacao03112014_092611293@cnova.com,123456,9175844,
user_automacao03112014_092611386@cnova.com,123456,9175843,
user_automacao03112014_092611511@cnova.com,123456,9175842,
user_automacao03112014_092611808@cnova.com,123456,9175840,
user_automacao03112014_092611995@cnova.com,123456,9175841,
user_automacao03112014_092612166@cnova.com,123456,9175838,
user_automacao03112014_092612432@cnova.com,123456,9175839,
user_automacao03112014_092612697@cnova.com,123456,9175836,
user_automacao03112014_092613243@cnova.com,123456,9175837,
user_automacao03112014_092613539@cnova.com,123456,9175833,
user_automacao03112014_092613633@cnova.com,123456,9175832,
user_automacao03112014_092613742@cnova.com,123456,9175834,
user_automacao03112014_092613898@cnova.com,123456,9175830,
user_automacao03112014_092614023@cnova.com,123456,9175831,
user_automacao03112014_092614163@cnova.com,123456,9175829,
user_automacao03112014_092614272@cnova.com,123456,9175828,
user_automacao03112014_092614397@cnova.com,123456,9175827,
user_automacao03112014_092614631@cnova.com,123456,9175826,
user_automacao03112014_092614865@cnova.com,123456,9175825,
user_automacao03112014_092615006@cnova.com,123456,9175823,
user_automacao03112014_092615302@cnova.com,123456,9175821,
user_automacao03112014_092615552@cnova.com,123456,9175824,
user_automacao03112014_092615723@cnova.com,123456,9175819,
user_automacao03112014_092615895@cnova.com,123456,9175820,
user_automacao03112014_092616316@cnova.com,123456,9175818,
user_automacao03112014_092616441@cnova.com,123456,9175817,
user_automacao03112014_092616597@cnova.com,123456,9175816,
user_automacao03112014_092616675@cnova.com,123456,9175815,
user_automacao03112014_092616893@cnova.com,123456,9175813,
user_automacao03112014_092617190@cnova.com,123456,9175814,
user_automacao03112014_092617299@cnova.com,123456,9175812,
user_automacao03112014_092617517@cnova.com,123456,9175810,
user_automacao03112014_092617658@cnova.com,123456,9175811,
user_automacao03112014_092617845@cnova.com,123456,9175808,
user_automacao03112014_092618188@cnova.com,123456,9175809,
user_automacao03112014_092618313@cnova.com,123456,9175807,
user_automacao03112014_092618516@cnova.com,123456,9175806,
user_automacao03112014_092618672@cnova.com,123456,9175804,
user_automacao03112014_092619031@cnova.com,123456,9175805,
user_automacao03112014_092619343@cnova.com,123456,9175802,
user_automacao03112014_092619717@cnova.com,123456,9175800,
user_automacao03112014_092620154@cnova.com,123456,9175803,
user_automacao03112014_092620247@cnova.com,123456,9175798,
user_automacao03112014_092620544@cnova.com,123456,9175799,
user_automacao03112014_092620669@cnova.com,123456,9175796,
user_automacao03112014_092621012@cnova.com,123456,9175797,
user_automacao03112014_092621121@cnova.com,123456,9175795,
user_automacao03112014_092621230@cnova.com,123456,9175794,
user_automacao03112014_092621386@cnova.com,123456,9175793,
user_automacao03112014_092621527@cnova.com,123456,9175792,
user_automacao03112014_092621620@cnova.com,123456,9175789,
user_automacao03112014_092621714@cnova.com,123456,9175790,
user_automacao03112014_092622073@cnova.com,123456,9175787,
user_automacao03112014_092622338@cnova.com,123456,9175788,
user_automacao03112014_092622946@cnova.com,123456,9175786,
user_automacao03112014_092624101@cnova.com,123456,9175784,
user_automacao03112014_092625286@cnova.com,123456,9175785,
user_automacao03112014_092625848@cnova.com,123456,9175783,
user_automacao03112014_092626207@cnova.com,123456,9175782,
user_automacao03112014_092626519@cnova.com,123456,9175780,
user_automacao03112014_092626924@cnova.com,123456,9175779,
user_automacao03112014_092627189@cnova.com,123456,9175778,
user_automacao03112014_092627985@cnova.com,123456,9175777,
user_automacao03112014_092628172@cnova.com,123456,9175776,
user_automacao03112014_092628406@cnova.com,123456,9175775,
user_automacao03112014_092629046@cnova.com,123456,9175774,
user_automacao03112014_092629217@cnova.com,123456,9175773,
user_automacao03112014_092629436@cnova.com,123456,9175772,
user_automacao03112014_092629763@cnova.com,123456,9175771,
user_automacao03112014_092629873@cnova.com,123456,9175770,
user_automacao03112014_092630029@cnova.com,123456,9175769,
user_automacao03112014_092630590@cnova.com,123456,9175768,
user_automacao03112014_092631011@cnova.com,123456,9175767,
user_automacao03112014_092631339@cnova.com,123456,9175766,
user_automacao03112014_092631791@cnova.com,123456,9175765,
user_automacao03112014_092632025@cnova.com,123456,9175764,
user_automacao03112014_092632119@cnova.com,123456,9175763,
user_automacao03112014_092632337@cnova.com,123456,9175762,
user_automacao03112014_092632571@cnova.com,123456,9175761,
user_automacao03112014_092632759@cnova.com,123456,9175760,
user_automacao03112014_092633008@cnova.com,123456,9175759,
user_automacao03112014_092633211@cnova.com,123456,9175757,
user_automacao03112014_092633336@cnova.com,123456,9175756,
user_automacao03112014_092633429@cnova.com,123456,9175755,
user_automacao03112014_092633617@cnova.com,123456,9175754,
user_automacao03112014_092633788@cnova.com,123456,9175753,
user_automacao03112014_092634069@cnova.com,123456,9175752,
user_automacao03112014_092634459@cnova.com,123456,9175751,
user_automacao03112014_092634771@cnova.com,123456,9175750,
user_automacao03112014_092634927@cnova.com,123456,9175749,
user_automacao03112014_092635301@cnova.com,123456,9175748,
user_automacao03112014_092635535@cnova.com,123456,9175747,
user_automacao03112014_092635707@cnova.com,123456,9175746,
user_automacao03112014_092635894@cnova.com,123456,9175745,
user_automacao03112014_092636035@cnova.com,123456,9175744,
user_automacao03112014_092636237@cnova.com,123456,9175743,
user_automacao03112014_092636393@cnova.com,123456,9175741,
user_automacao03112014_092636596@cnova.com,123456,9175740,
user_automacao03112014_092636690@cnova.com,123456,9175739,
user_automacao03112014_092636799@cnova.com,123456,9175738,
user_automacao03112014_092636986@cnova.com,123456,9175737,
user_automacao03112014_092637173@cnova.com,123456,9175736,
user_automacao03112014_092637392@cnova.com,123456,9175735,
user_automacao03112014_092637517@cnova.com,123456,9175734,
user_automacao03112014_092637688@cnova.com,123456,9175733,
user_automacao03112014_092637829@cnova.com,123456,9175732,
user_automacao03112014_092637938@cnova.com,123456,9175731,
user_automacao03112014_092638094@cnova.com,123456,9175730,
user_automacao03112014_092638577@cnova.com,123456,9175729,
user_automacao03112014_092638702@cnova.com,123456,9175727,
user_automacao03112014_092638889@cnova.com,123456,9175726,
user_automacao03112014_092639092@cnova.com,123456,9175725,
user_automacao03112014_092639233@cnova.com,123456,9175724,
user_automacao03112014_092639404@cnova.com,123456,9175723,
user_automacao03112014_092639623@cnova.com,123456,9175722,
user_automacao03112014_092639841@cnova.com,123456,9175721,
user_automacao03112014_092640044@cnova.com,123456,9175720,
user_automacao03112014_092640153@cnova.com,123456,9175719,
user_automacao03112014_092640356@cnova.com,123456,9175718,
user_automacao03112014_092640481@cnova.com,123456,9175781,
user_automacao03112014_092640652@cnova.com,123456,9175716,
user_automacao03112014_092640824@cnova.com,123456,9175717,
user_automacao03112014_092641073@cnova.com,123456,9175714,
user_automacao03112014_092641432@cnova.com,123456,9175715,
user_automacao03112014_092641682@cnova.com,123456,9175713,
user_automacao03112014_092641931@cnova.com,123456,9175712,
user_automacao03112014_092642134@cnova.com,123456,9175710,
user_automacao03112014_092642337@cnova.com,123456,9175708,
user_automacao03112014_092642680@cnova.com,123456,9175707,
user_automacao03112014_092643086@cnova.com,123456,9175709,
user_automacao03112014_092643367@cnova.com,123456,9175706,
user_automacao03112014_092643632@cnova.com,123456,9175705,
user_automacao03112014_092644053@cnova.com,123456,9175703,
user_automacao03112014_092644474@cnova.com,123456,9175704,
user_automacao03112014_092644739@cnova.com,123456,9175702,
user_automacao03112014_092644973@cnova.com,123456,9175701,
user_automacao03112014_092645847@cnova.com,123456,9175700,
user_automacao03112014_092646533@cnova.com,123456,9175699,
user_automacao03112014_092646674@cnova.com,123456,9175698,
user_automacao03112014_092647080@cnova.com,123456,9175696,
user_automacao03112014_092647516@cnova.com,123456,9175697,
user_automacao03112014_092647688@cnova.com,123456,9175695,
user_automacao03112014_092647969@cnova.com,123456,9175694,
user_automacao03112014_092648250@cnova.com,123456,9175693,
user_automacao03112014_092648452@cnova.com,123456,9175692,
user_automacao03112014_092648577@cnova.com,123456,9175691,
user_automacao03112014_092648920@cnova.com,123456,9175690,
user_automacao03112014_092649030@cnova.com,123456,9175689,
user_automacao03112014_092649217@cnova.com,123456,9175688,
user_automacao03112014_092649451@cnova.com,123456,9175687,
user_automacao03112014_092649544@cnova.com,123456,9175686,
user_automacao03112014_092649685@cnova.com,123456,9175683,
user_automacao03112014_092649872@cnova.com,123456,9175685,
user_automacao03112014_092650153@cnova.com,123456,9175682,
user_automacao03112014_092650262@cnova.com,123456,9175681,
user_automacao03112014_092650480@cnova.com,123456,9175680,
user_automacao03112014_092650714@cnova.com,123456,9175678,
user_automacao03112014_092650917@cnova.com,123456,9175677,
user_automacao03112014_092651120@cnova.com,123456,9175679,
user_automacao03112014_092651338@cnova.com,123456,9175676,
user_automacao03112014_092651479@cnova.com,123456,9175675,
user_automacao03112014_092651650@cnova.com,123456,9175674,
user_automacao03112014_092651791@cnova.com,123456,9175673,
user_automacao03112014_092651931@cnova.com,123456,9175671,
user_automacao03112014_092652243@cnova.com,123456,9175670,
user_automacao03112014_092652399@cnova.com,123456,9175672,
user_automacao03112014_092652493@cnova.com,123456,9175668,
user_automacao03112014_092652680@cnova.com,123456,9175667,
user_automacao03112014_092652774@cnova.com,123456,9175669,
user_automacao03112014_092652945@cnova.com,123456,9175666,
user_automacao03112014_092653101@cnova.com,123456,9175664,
user_automacao03112014_092653242@cnova.com,123456,9175665,
user_automacao03112014_092653366@cnova.com,123456,9175663,
user_automacao03112014_092653522@cnova.com,123456,9175661,
user_automacao03112014_092653756@cnova.com,123456,9175662,
user_automacao03112014_092654193@cnova.com,123456,9175659,
user_automacao03112014_092654396@cnova.com,123456,9175660,
user_automacao03112014_092654568@cnova.com,123456,9175658,
user_automacao03112014_092654692@cnova.com,123456,9175656,
user_automacao03112014_092654817@cnova.com,123456,9175657,
user_automacao03112014_092654958@cnova.com,123456,9175655,
user_automacao03112014_092655145@cnova.com,123456,9175653,
user_automacao03112014_092655270@cnova.com,123456,9175654,
user_automacao03112014_092655410@cnova.com,123456,9175651,
user_automacao03112014_092655722@cnova.com,123456,9175652,
user_automacao03112014_092655831@cnova.com,123456,9175650,
user_automacao03112014_092656034@cnova.com,123456,9175648,
user_automacao03112014_092656190@cnova.com,123456,9175649,
user_automacao03112014_092656549@cnova.com,123456,9175646,
user_automacao03112014_092656986@cnova.com,123456,9175647,
user_automacao03112014_092657204@cnova.com,123456,9175645,
user_automacao03112014_092657563@cnova.com,123456,9175643,
user_automacao03112014_092657656@cnova.com,123456,9175644,
user_automacao03112014_092657812@cnova.com,123456,9175641,
user_automacao03112014_092657968@cnova.com,123456,9175642,
user_automacao03112014_092658343@cnova.com,123456,9175639,
user_automacao03112014_092658842@cnova.com,123456,9175640,
user_automacao03112014_092659591@cnova.com,123456,9175638,
user_automacao03112014_092659700@cnova.com,123456,9175637,
user_automacao03112014_092659794@cnova.com,123456,9175636,
user_automacao03112014_092700199@cnova.com,123456,9175635,
user_automacao03112014_092700402@cnova.com,123456,9175634,
user_automacao03112014_092700527@cnova.com,123456,9175633,
user_automacao03112014_092700823@cnova.com,123456,9175632,
user_automacao03112014_092701057@cnova.com,123456,9175630,
user_automacao03112014_092701338@cnova.com,123456,9175631,
user_automacao03112014_092701775@cnova.com,123456,9175628,
user_automacao03112014_092702087@cnova.com,123456,9175629,
user_automacao03112014_092702180@cnova.com,123456,9175627,
user_automacao03112014_092702539@cnova.com,123456,9175625,
user_automacao03112014_092702711@cnova.com,123456,9175626,
user_automacao03112014_092702820@cnova.com,123456,9175624,
user_automacao03112014_092703584@cnova.com,123456,9175623,
